date,keyword,trend,trend_ma,yoy_idx,z_score
2024-02-04,sneakers,16,15.5,94.11764705882352,-1.4635696090740076
2024-02-11,sneakers,17,16.0,100.0,-1.0009702684380988
2024-02-18,sneakers,31,20.0,163.1578947368421,1.231227082840403
2024-02-25,sneakers,20,21.0,105.26315789473684,1.6655875161451053
2024-03-03,sneakers,19,21.75,95.0,1.8104526697582302
2024-03-10,sneakers,19,22.25,100.0,1.6757218968807295
2024-03-17,sneakers,19,19.25,95.0,0.3993512979193048
2024-03-24,sneakers,19,19.0,95.0,0.26825001051122666
2024-03-31,sneakers,18,18.75,94.73684210526315,0.12176215003041929
2024-04-07,sneakers,19,18.75,95.0,0.053426813097493586
2024-04-14,sneakers,20,19.0,100.0,0.047928704440692645
2024-04-21,sneakers,19,19.0,95.0,-0.0977625803868421
2024-04-28,sneakers,19,19.25,95.0,-0.1597870923873917
2024-05-05,sneakers,19,19.25,100.0,-0.44678488768884267
2024-05-12,sneakers,19,19.0,95.0,-0.5816389095155496
2024-05-19,sneakers,19,19.0,95.0,-0.4630423666103935
2024-05-26,sneakers,19,19.0,100.0,-0.3218603429101902
2024-06-02,sneakers,18,18.75,100.0,-1.4142135623727714
2024-06-09,sneakers,18,18.5,100.0,-2.1105794120440056
2024-06-16,sneakers,18,18.25,94.73684210526315,-2.2360679774995993
2024-06-23,sneakers,16,17.5,94.11764705882352,-2.687981160359236
2024-06-30,sneakers,17,17.25,100.0,-2.205331862566689
2024-07-07,sneakers,17,17.0,100.0,-1.9288066784807574
2024-07-14,sneakers,18,17.0,105.88235294117648,-1.546740140841734
2024-07-21,sneakers,18,17.5,94.73684210526315,-0.8081220356417644
2024-07-28,sneakers,18,17.75,100.0,-0.38245085529570577
2024-08-04,sneakers,20,18.5,105.26315789473684,0.6928203230275451
2024-08-11,sneakers,20,19.0,105.26315789473684,1.3856406460550903
2024-08-18,sneakers,21,19.75,105.0,2.0332770349721474
2024-08-25,sneakers,19,20.0,105.55555555555556,1.8795868469768646
2024-09-01,sneakers,20,20.0,111.11111111111111,1.555218645712301
2024-09-08,sneakers,18,19.5,105.88235294117648,0.9620475144704878
2024-09-15,sneakers,18,18.75,100.0,0.2236067977499783
2024-09-22,sneakers,18,18.5,100.0,-0.09891782353111715
2024-09-29,sneakers,17,17.75,94.44444444444444,-0.9397934234884351
2024-10-06,sneakers,17,17.5,100.0,-1.32504382091636
2024-10-13,sneakers,18,17.5,105.88235294117648,-1.32504382091636
2024-10-20,sneakers,17,17.25,106.25,-1.4685763234883082
2024-10-27,sneakers,16,17.0,106.66666666666667,-1.441315366193493
2024-11-03,sneakers,16,16.75,94.11764705882352,-1.376097454081643
2024-11-10,sneakers,18,16.75,94.73684210526315,-1.1661186200311073
2024-11-17,sneakers,19,17.25,82.6086956521739,-0.6078306738548268
2024-11-24,sneakers,24,19.25,120.0,1.5734735564226263
2024-12-01,sneakers,21,20.5,110.5263157894737,2.3849577141206018
2024-12-08,sneakers,20,21.0,105.26315789473684,2.116359193049145
2024-12-15,sneakers,18,20.75,100.0,1.586384667790062
2024-12-22,sneakers,19,19.5,100.0,0.6818536108505864
2024-12-29,sneakers,18,18.75,105.88235294117648,0.14632887426733743
2025-01-05,sneakers,17,18.0,106.25,-0.3641010273282298
2025-01-12,sneakers,15,17.25,100.0,-0.8495690637658695
2025-01-19,sneakers,15,16.25,100.0,-1.388730149658824
2025-01-26,sneakers,16,15.75,100.0,-1.5413857627490792
2025-02-02,sneakers,17,15.75,106.25,-1.4120113078902552
2025-02-09,sneakers,16,16.0,94.11764705882352,-1.16010035925372
2025-02-16,sneakers,17,16.5,54.83870967741935,-0.7692729177072375
2025-02-23,sneakers,18,17.0,90.0,-0.39114064034485024
2025-03-02,sneakers,18,17.25,94.73684210526315,-0.09623413771115245
2025-03-09,sneakers,19,18.0,100.0,0.7207499701564419
2025-03-16,sneakers,19,18.5,100.0,1.3997578483074413
2025-03-23,sneakers,19,18.75,100.0,1.646773939185225
2025-03-30,sneakers,19,19.0,105.55555555555556,1.6375104406425205
2025-04-06,sneakers,18,18.75,94.73684210526315,1.212678125181658
2025-04-13,sneakers,18,18.5,90.0,0.850023454740031
2025-04-20,sneakers,19,18.5,100.0,0.7145685437223694
2025-04-27,sneakers,19,18.5,100.0,0.5904549227349359
2025-05-04,sneakers,19,18.75,100.0,0.7548294124240629
2025-05-11,sneakers,18,18.75,94.73684210526315,0.6606947352996779
2025-05-18,sneakers,18,18.5,94.73684210526315,0.04751143381455479
2025-05-25,sneakers,19,18.5,100.0,-0.35355339059325935
2025-06-01,sneakers,18,18.25,100.0,-1.8659924198246705
2025-06-08,sneakers,18,18.25,100.0,-1.5689290811054115
2025-06-15,sneakers,17,18.0,94.44444444444444,-2.0080483222561787
2025-06-22,sneakers,16,17.25,100.0,-2.7997695757720864
2025-06-29,sneakers,16,16.75,94.11764705882352,-2.4936467495767944
2025-07-06,sneakers,17,16.5,100.0,-2.078127038316374
2025-07-13,sneakers,20,17.25,111.11111111111111,-0.9072647087265392
2025-07-20,sneakers,21,18.5,116.66666666666667,0.7423074889580775
2025-07-27,sneakers,24,20.5,133.33333333333331,2.3639035232237307
2025-08-03,sneakers,22,21.75,110.00000000000001,2.377061246175037
2025-08-10,sneakers,21,22.0,105.0,1.9171933267411636
